estacion_id,fecha_utc,nivel_m,precip_mm_1h,precip_mm_24h,caudal_estimado,rssi,bateria_pct,fuente_comunicacion,target_riesgo
CHILLON_002,2026-01-20T05:00:00Z,0.48,0.1,5.5,1.02,-66,85.3,lorawan,0
CHILLON_002,2026-01-20T06:00:00Z,0.35,0.2,10.7,0.75,-61,85.1,lorawan,0
CHILLON_002,2026-01-20T07:00:00Z,0.27,0.2,10.6,0.69,-88,84.7,satelital,0
CHILLON_002,2026-01-20T08:00:00Z,0.26,1.1,2.1,0.62,-80,84.5,gsm,0
CHILLON_002,2026-01-20T09:00:00Z,0.27,2.8,7.0,0.65,-78,84.3,satelital,0
CHILLON_002,2026-01-20T10:00:00Z,0.3,0.2,4.1,0.57,-61,84.0,satelital,0
CHILLON_002,2026-01-20T11:00:00Z,0.34,2.4,11.3,0.63,-90,83.5,lorawan,0
CHILLON_002,2026-01-20T12:00:00Z,0.32,2.9,1.3,0.7,-94,83.0,gsm,0
CHILLON_002,2026-01-20T13:00:00Z,0.31,0.4,4.2,0.63,-81,82.9,gsm,0
CHILLON_002,2026-01-20T14:00:00Z,0.28,1.2,4.1,0.64,-67,82.5,gsm,0
CHILLON_002,2026-01-20T15:00:00Z,0.3,2.4,2.1,0.77,-73,82.1,lorawan,0
CHILLON_002,2026-01-20T16:00:00Z,0.27,0.5,6.4,0.64,-85,81.7,lorawan,0
CHILLON_002,2026-01-20T17:00:00Z,0.27,1.7,5.3,0.64,-86,81.3,gsm,0
CHILLON_002,2026-01-20T18:00:00Z,0.5,10.8,70.1,1.21,-107,80.8,gsm,1
CHILLON_002,2026-01-20T19:00:00Z,0.73,9.0,79.2,1.87,-86,80.3,gsm,0
CHILLON_002,2026-01-20T20:00:00Z,1.16,10.0,87.4,2.22,-70,80.0,lorawan,0
CHILLON_002,2026-01-20T21:00:00Z,1.47,6.8,42.5,2.91,-94,79.5,satelital,0
CHILLON_002,2026-01-20T22:00:00Z,1.73,14.6,144.8,3.95,-72,79.2,gsm,1
CHILLON_002,2026-01-20T23:00:00Z,1.67,1.1,4.5,4.31,-67,78.8,satelital,0
CHILLON_002,2026-01-21T00:00:00Z,1.58,0.9,9.7,3.98,-90,78.6,satelital,0
CHILLON_002,2026-01-21T01:00:00Z,1.61,2.6,11.8,3.87,-78,78.5,gsm,0
CHILLON_002,2026-01-21T02:00:00Z,1.56,1.7,11.0,3.17,-76,78.2,satelital,0
CHILLON_002,2026-01-21T03:00:00Z,1.41,2.2,2.7,2.88,-88,77.8,satelital,0
CHILLON_002,2026-01-21T04:00:00Z,1.37,1.5,8.3,2.77,-72,77.3,gsm,0
CHILLON_002,2026-01-21T05:00:00Z,1.34,0.8,8.2,2.81,-92,61.8,satelital,0
CHILLON_002,2026-01-21T06:00:00Z,1.26,0.4,2.0,3.19,-62,61.5,lorawan,0
CHILLON_002,2026-01-21T07:00:00Z,1.26,2.3,2.2,2.82,-76,61.1,gsm,0
CHILLON_002,2026-01-21T08:00:00Z,1.1,0.3,7.0,2.44,-74,60.8,lorawan,0
CHILLON_002,2026-01-21T09:00:00Z,1.16,0.5,2.7,2.66,-61,60.4,gsm,0
CHILLON_002,2026-01-21T10:00:00Z,1.12,0.3,5.5,2.84,-72,60.1,satelital,0
CHILLON_002,2026-01-21T11:00:00Z,1.06,1.8,9.2,1.93,-86,59.7,satelital,0
CHILLON_002,2026-01-21T12:00:00Z,1.0,0.4,0.9,1.86,-93,59.3,lorawan,0
CHILLON_002,2026-01-21T13:00:00Z,0.91,1.5,0.7,1.69,-88,58.9,lorawan,0
CHILLON_002,2026-01-21T14:00:00Z,0.88,0.6,8.0,2.11,-73,58.7,gsm,0
CHILLON_002,2026-01-21T15:00:00Z,25.0,1.8,6.1,2.22,-77,58.4,gsm,1
CHILLON_002,2026-01-21T16:00:00Z,0.85,0.3,2.6,1.78,-89,58.0,satelital,0
CHILLON_002,2026-01-21T17:00:00Z,0.8,1.3,6.2,1.64,-64,57.7,gsm,0
CHILLON_002,2026-01-21T18:00:00Z,0.71,2.2,1.0,1.54,-67,57.4,satelital,0
CHILLON_002,2026-01-21T19:00:00Z,0.73,2.6,2.3,1.59,-64,57.0,satelital,0
CHILLON_002,2026-01-21T20:00:00Z,0.65,2.0,1.0,1.48,-85,56.8,lorawan,0
CHILLON_002,2026-01-21T21:00:00Z,0.67,1.8,11.9,1.59,-78,56.6,gsm,0
CHILLON_002,2026-01-21T22:00:00Z,0.58,1.1,8.0,1.28,-88,56.5,satelital,0
CHILLON_002,2026-01-21T23:00:00Z,0.49,2.8,0.4,1.08,-75,56.4,gsm,0
LURIN_002,2026-01-20T00:00:00Z,1.52,1.5,5.6,3.35,-61,89.5,lorawan,0
LURIN_002,2026-01-20T01:00:00Z,1.5,2.6,1.4,3.23,-76,89.4,lorawan,0
LURIN_002,2026-01-20T02:00:00Z,1.36,0.4,8.6,3.18,-65,89.0,lorawan,0
LURIN_002,2026-01-20T03:00:00Z,1.32,1.2,5.9,2.75,-94,88.5,lorawan,0
LURIN_002,2026-01-20T04:00:00Z,1.32,1.0,8.9,2.74,-73,88.4,lorawan,0
LURIN_002,2026-01-20T05:00:00Z,1.26,0.7,7.8,2.33,-94,88.2,lorawan,0
LURIN_002,2026-01-20T06:00:00Z,1.1,2.6,6.8,2.59,-71,87.8,satelital,0
LURIN_002,2026-01-20T07:00:00Z,1.03,2.4,1.2,2.27,-76,87.4,satelital,0
LURIN_002,2026-01-20T08:00:00Z,1.06,1.9,11.7,2.09,-70,87.2,gsm,0
LURIN_002,2026-01-20T09:00:00Z,0.98,0.3,10.1,1.82,-82,86.8,lorawan,0
LURIN_002,2026-01-20T10:00:00Z,0.94,0.9,9.6,1.84,-66,86.6,gsm,0
LURIN_002,2026-01-20T11:00:00Z,0.86,0.1,8.4,1.69,-66,86.1,gsm,0
LURIN_002,2026-01-20T12:00:00Z,0.8,1.8,9.2,1.84,-86,85.8,gsm,0
LURIN_002,2026-01-20T13:00:00Z,0.78,0.9,5.2,1.44,-77,85.6,satelital,0
LURIN_002,2026-01-20T14:00:00Z,0.67,0.7,2.9,1.63,-68,85.4,lorawan,0
LURIN_002,2026-01-20T15:00:00Z,0.61,0.8,0.3,1.37,-64,85.0,lorawan,0
LURIN_002,2026-01-20T16:00:00Z,0.59,0.3,7.2,1.25,-90,84.8,gsm,0
LURIN_002,2026-01-20T17:00:00Z,0.45,0.7,6.9,1.05,-62,84.4,lorawan,0
LURIN_002,2026-01-20T18:00:00Z,0.45,0.4,9.7,0.95,-68,84.0,lorawan,0
LURIN_002,2026-01-20T19:00:00Z,0.41,2.9,5.3,0.9,-75,83.8,satelital,0
LURIN_002,2026-01-20T20:00:00Z,0.29,2.9,10.6,0.69,-93,54.0,gsm,0
LURIN_002,2026-01-20T21:00:00Z,0.28,0.2,11.0,0.59,-88,53.7,lorawan,0
LURIN_002,2026-01-20T22:00:00Z,0.35,1.2,10.9,0.7,-80,53.5,lorawan,0
LURIN_002,2026-01-20T23:00:00Z,0.29,1.9,10.6,0.53,-64,53.1,satelital,0
LURIN_002,2026-01-21T00:00:00Z,0.26,1.0,5.1,0.5,-69,52.9,gsm,0
LURIN_002,2026-01-21T01:00:00Z,0.31,1.4,0.3,0.71,-70,52.4,satelital,0
LURIN_002,2026-01-21T02:00:00Z,0.65,6.7,44.7,1.6,-69,52.0,satelital,0
LURIN_002,2026-01-21T03:00:00Z,0.82,13.9,90.6,1.69,-72,51.8,satelital,1
LURIN_002,2026-01-21T04:00:00Z,1.28,14.0,96.3,2.97,-66,51.5,gsm,1
LURIN_002,2026-01-21T05:00:00Z,1.54,6.4,54.6,3.95,-95,51.3,satelital,0
LURIN_002,2026-01-21T06:00:00Z,1.84,14.4,133.6,3.61,-78,50.8,satelital,1
LURIN_002,2026-01-21T07:00:00Z,2.12,9.9,67.5,5.05,-122,50.7,lorawan,0
LURIN_002,2026-01-21T08:00:00Z,2.44,14.2,105.9,4.41,-70,50.5,gsm,1
LURIN_002,2026-01-21T09:00:00Z,2.62,9.8,82.3,4.83,-73,50.0,gsm,1
LURIN_002,2026-01-21T10:00:00Z,2.75,11.4,102.4,6.31,-72,49.8,gsm,1
LURIN_002,2026-01-21T11:00:00Z,3.06,7.6,50.9,6.65,-68,49.7,lorawan,1
LURIN_002,2026-01-21T12:00:00Z,2.95,2.9,6.0,6.16,-79,49.4,satelital,1
LURIN_002,2026-01-21T13:00:00Z,2.9,1.3,2.0,7.42,-67,49.1,lorawan,1
LURIN_002,2026-01-21T14:00:00Z,2.86,0.5,5.6,5.41,-67,48.6,gsm,1
LURIN_002,2026-01-21T15:00:00Z,2.75,1.4,1.3,5.72,-85,48.4,satelital,1
LURIN_002,2026-01-21T16:00:00Z,2.64,2.0,2.5,6.37,-80,48.3,gsm,1
LURIN_002,2026-01-21T17:00:00Z,2.55,1.0,3.4,5.35,-75,47.8,lorawan,1
LURIN_002,2026-01-21T18:00:00Z,2.49,2.1,5.8,5.79,-67,47.6,gsm,0
LURIN_002,2026-01-21T19:00:00Z,2.52,2.7,9.6,6.15,-91,47.4,gsm,1
LURIN_002,2026-01-21T20:00:00Z,2.43,1.2,2.1,4.55,-70,46.9,gsm,0
LURIN_002,2026-01-21T21:00:00Z,2.35,0.9,9.6,5.93,-89,46.6,gsm,0
LURIN_002,2026-01-21T22:00:00Z,2.28,1.3,4.7,4.27,-84,46.3,satelital,0
LURIN_002,2026-01-21T23:00:00Z,2.21,1.5,11.7,5.24,-62,45.8,satelital,0
MANTARO_002,2026-01-20T00:00:00Z,1.66,2.1,3.6,3.74,-63,84.0,satelital,0
MANTARO_002,2026-01-20T01:00:00Z,1.57,1.4,8.6,3.56,-66,58.8,lorawan,0
MANTARO_002,2026-01-20T02:00:00Z,1.49,0.1,5.0,3.55,-79,58.4,lorawan,0
MANTARO_002,2026-01-20T03:00:00Z,1.48,0.2,11.8,3.18,-95,58.3,satelital,0
MANTARO_002,2026-01-20T04:00:00Z,1.41,1.2,7.9,2.88,-70,57.9,lorawan,0
MANTARO_002,2026-01-20T05:00:00Z,1.41,0.0,1.3,3.51,-80,57.7,gsm,0
MANTARO_002,2026-01-20T06:00:00Z,1.25,1.6,1.0,2.67,-67,57.5,satelital,0
MANTARO_002,2026-01-20T07:00:00Z,1.27,1.3,2.9,2.68,-68,57.3,satelital,0
MANTARO_002,2026-01-20T08:00:00Z,1.19,1.8,6.7,2.6,-64,57.0,lorawan,0
MANTARO_002,2026-01-20T09:00:00Z,1.21,1.3,3.8,2.58,-73,56.7,satelital,0
MANTARO_002,2026-01-20T10:00:00Z,1.1,0.9,2.3,2.17,-66,56.2,satelital,0
MANTARO_002,2026-01-20T11:00:00Z,1.04,1.2,5.0,2.17,-85,55.9,satelital,0
MANTARO_002,2026-01-20T12:00:00Z,0.96,0.3,5.8,2.11,-64,55.5,lorawan,0
MANTARO_002,2026-01-20T13:00:00Z,0.97,3.0,4.3,1.88,-91,55.1,lorawan,0
MANTARO_002,2026-01-20T14:00:00Z,1.16,7.1,48.9,2.42,-78,54.9,gsm,0
MANTARO_002,2026-01-20T15:00:00Z,1.39,11.4,73.4,3.39,-89,54.4,gsm,1
MANTARO_002,2026-01-20T16:00:00Z,1.47,14.5,135.0,3.39,-85,54.0,gsm,1
MANTARO_002,2026-01-20T17:00:00Z,1.7,10.6,94.2,3.52,-67,53.8,lorawan,1
MANTARO_002,2026-01-20T18:00:00Z,1.95,13.3,97.8,4.09,-80,53.4,gsm,1
MANTARO_002,2026-01-20T19:00:00Z,1.93,0.7,9.6,4.18,-72,53.0,satelital,0
MANTARO_002,2026-01-20T20:00:00Z,1.8,0.0,9.7,3.69,-92,52.5,lorawan,0
MANTARO_002,2026-01-20T21:00:00Z,1.83,1.9,10.8,4.34,-77,52.1,gsm,0
MANTARO_002,2026-01-20T22:00:00Z,1.76,2.6,8.7,4.33,-86,51.7,satelital,0
MANTARO_002,2026-01-20T23:00:00Z,1.7,2.7,7.5,3.53,-83,51.3,lorawan,0
MANTARO_002,2026-01-21T00:00:00Z,1.59,1.0,8.7,4.12,-60,51.0,satelital,0
MANTARO_002,2026-01-21T01:00:00Z,1.55,0.5,0.3,3.09,-63,50.6,lorawan,0
MANTARO_002,2026-01-21T02:00:00Z,1.53,0.8,6.1,3.91,-95,50.4,lorawan,0
MANTARO_002,2026-01-21T03:00:00Z,1.43,3.0,6.8,3.18,-77,50.0,gsm,0
MANTARO_002,2026-01-21T04:00:00Z,1.3,0.4,4.5,2.88,-66,49.8,gsm,0
MANTARO_002,2026-01-21T05:00:00Z,1.25,1.2,1.1,2.46,-70,49.7,gsm,0
MANTARO_002,2026-01-21T06:00:00Z,1.26,2.6,7.0,2.96,-69,49.2,lorawan,0
MANTARO_002,2026-01-21T07:00:00Z,1.12,1.5,5.5,2.49,-93,48.9,gsm,0
MANTARO_002,2026-01-21T08:00:00Z,1.03,2.9,7.2,2.33,-72,48.7,satelital,0
MANTARO_002,2026-01-21T09:00:00Z,1.04,1.5,9.5,1.91,-82,48.3,gsm,0
MANTARO_002,2026-01-21T10:00:00Z,0.93,0.4,4.2,2.1,-71,48.0,gsm,0
MANTARO_002,2026-01-21T11:00:00Z,0.9,0.4,1.7,2.1,-90,47.8,gsm,0
MANTARO_002,2026-01-21T12:00:00Z,0.78,1.2,10.8,1.82,-90,47.5,gsm,0
MANTARO_002,2026-01-21T13:00:00Z,0.79,1.9,9.3,1.83,-61,47.4,lorawan,0
MANTARO_002,2026-01-21T14:00:00Z,0.67,1.6,9.0,1.56,-78,47.1,lorawan,0
MANTARO_002,2026-01-21T15:00:00Z,0.7,2.5,7.0,1.44,-94,46.7,lorawan,0
MANTARO_002,2026-01-21T16:00:00Z,0.61,2.6,3.8,1.15,-79,46.6,lorawan,0
MANTARO_002,2026-01-21T17:00:00Z,0.57,1.2,2.0,1.04,-75,46.4,satelital,0
MANTARO_002,2026-01-21T18:00:00Z,0.53,2.8,10.8,1.21,-63,46.2,lorawan,0
MANTARO_002,2026-01-21T19:00:00Z,0.49,1.0,6.6,1.13,-89,24.7,gsm,0
MANTARO_002,2026-01-21T20:00:00Z,0.51,0.4,6.8,1.12,-61,24.3,lorawan,0
MANTARO_002,2026-01-21T21:00:00Z,0.37,1.3,10.9,0.8,-101,23.9,satelital,0
MANTARO_002,2026-01-21T22:00:00Z,0.36,0.8,8.2,0.71,-85,23.4,gsm,0
MANTARO_002,2026-01-21T23:00:00Z,0.32,0.3,8.4,0.83,-63,23.0,satelital,0
SANTA_002,2026-01-20T00:00:00Z,1.63,1.4,3.0,3.53,-95,64.9,lorawan,0
SANTA_002,2026-01-20T01:00:00Z,1.58,2.0,5.0,3.81,-91,64.6,gsm,0
SANTA_002,2026-01-20T02:00:00Z,1.52,0.4,11.7,3.21,-95,64.1,satelital,0
SANTA_002,2026-01-20T03:00:00Z,1.46,1.3,2.7,3.7,-76,63.9,lorawan,0
SANTA_002,2026-01-20T04:00:00Z,1.48,1.5,4.4,3.5,-70,63.7,satelital,0
SANTA_002,2026-01-20T05:00:00Z,1.37,1.5,6.6,3.21,-87,63.4,lorawan,0
SANTA_002,2026-01-20T06:00:00Z,1.33,1.7,2.7,2.6,-61,63.0,gsm,0
SANTA_002,2026-01-20T07:00:00Z,1.28,1.4,11.3,2.36,-69,62.5,gsm,0
SANTA_002,2026-01-20T08:00:00Z,1.23,1.5,6.2,2.26,-124,62.1,satelital,0
SANTA_002,2026-01-20T09:00:00Z,1.18,1.7,0.3,2.52,-85,61.9,lorawan,0
SANTA_002,2026-01-20T10:00:00Z,1.06,0.3,5.8,2.44,-89,61.7,satelital,0
SANTA_002,2026-01-20T11:00:00Z,0.97,2.5,6.2,2.21,-67,61.4,lorawan,0
SANTA_002,2026-01-20T12:00:00Z,0.94,2.8,4.5,2.28,-92,61.3,gsm,0
SANTA_002,2026-01-20T13:00:00Z,0.93,0.3,0.7,1.97,-95,60.9,satelital,0
SANTA_002,2026-01-20T14:00:00Z,0.89,2.6,7.4,2.16,-83,60.7,lorawan,0
SANTA_002,2026-01-20T15:00:00Z,0.82,0.2,9.5,1.89,-67,60.5,lorawan,0
SANTA_002,2026-01-20T16:00:00Z,0.8,0.2,3.7,1.92,-86,60.2,satelital,0
SANTA_002,2026-01-20T17:00:00Z,0.71,0.9,11.6,1.36,-60,60.0,satelital,0
SANTA_002,2026-01-20T18:00:00Z,0.62,2.9,7.7,1.21,-66,59.8,satelital,0
SANTA_002,2026-01-20T19:00:00Z,0.6,1.7,4.0,1.13,-64,59.3,lorawan,0
SANTA_002,2026-01-20T20:00:00Z,0.58,2.1,5.6,1.4,-71,58.9,lorawan,0
SANTA_002,2026-01-20T21:00:00Z,0.53,0.0,0.1,1.01,-72,58.6,lorawan,0
SANTA_002,2026-01-20T22:00:00Z,0.46,0.9,2.6,1.14,-84,58.4,lorawan,0
SANTA_002,2026-01-20T23:00:00Z,0.37,2.0,4.5,0.94,-72,58.2,gsm,0
SANTA_002,2026-01-21T00:00:00Z,0.27,3.0,10.6,0.52,-83,57.7,gsm,0
SANTA_002,2026-01-21T01:00:00Z,0.25,1.8,11.7,0.57,-86,57.5,lorawan,0
SANTA_002,2026-01-21T02:00:00Z,0.31,0.8,1.5,0.68,-91,57.1,satelital,0
SANTA_002,2026-01-21T03:00:00Z,0.3,1.9,6.1,0.62,-64,56.9,gsm,0
SANTA_002,2026-01-21T04:00:00Z,0.27,2.8,7.0,0.53,-76,56.5,satelital,0
SANTA_002,2026-01-21T05:00:00Z,0.26,2.8,4.5,0.49,-93,56.2,gsm,0
SANTA_002,2026-01-21T06:00:00Z,0.3,1.4,5.2,0.61,-79,56.1,satelital,0
SANTA_002,2026-01-21T07:00:00Z,0.26,0.9,6.0,0.53,-124,55.9,satelital,0
SANTA_002,2026-01-21T08:00:00Z,0.32,1.0,3.6,0.65,-61,55.5,lorawan,0
SANTA_002,2026-01-21T09:00:00Z,0.34,0.8,4.2,0.84,-86,32.0,lorawan,0
SANTA_002,2026-01-21T10:00:00Z,0.63,12.7,100.6,1.52,-90,31.6,lorawan,1
SANTA_002,2026-01-21T11:00:00Z,0.92,14.5,111.1,1.68,-76,31.5,lorawan,1
SANTA_002,2026-01-21T12:00:00Z,1.1,11.9,88.5,2.64,-76,31.1,lorawan,1
SANTA_002,2026-01-21T13:00:00Z,1.6,6.3,41.2,3.61,-70,30.6,lorawan,0
SANTA_002,2026-01-21T14:00:00Z,1.82,6.6,49.6,4.68,-85,30.3,gsm,0
SANTA_002,2026-01-21T15:00:00Z,1.97,13.4,113.1,4.98,-77,30.0,lorawan,1
SANTA_002,2026-01-21T16:00:00Z,2.29,9.3,56.3,4.84,-69,29.5,lorawan,0
SANTA_002,2026-01-21T17:00:00Z,2.64,14.1,96.5,6.48,-76,29.2,gsm,1
SANTA_002,2026-01-21T18:00:00Z,3.1,10.1,69.0,7.62,-74,28.8,satelital,1
SANTA_002,2026-01-21T19:00:00Z,3.1,1.7,8.8,6.71,-76,28.4,lorawan,1
SANTA_002,2026-01-21T20:00:00Z,3.0,0.5,7.4,6.98,-93,28.1,lorawan,1
SANTA_002,2026-01-21T21:00:00Z,2.93,1.9,3.5,6.97,-60,27.9,satelital,1
SANTA_002,2026-01-21T22:00:00Z,2.86,0.3,9.2,5.73,-91,27.6,gsm,1
SANTA_002,2026-01-21T23:00:00Z,2.77,1.1,9.0,5.01,-75,27.4,satelital,1
CHIRA_002,2026-01-20T00:00:00Z,0.82,2.9,1.7,1.59,-77,86.3,gsm,0
CHIRA_002,2026-01-20T01:00:00Z,0.67,0.2,9.2,1.4,-61,86.2,gsm,0
CHIRA_002,2026-01-20T02:00:00Z,0.65,1.9,6.3,1.22,-95,85.8,satelital,0
CHIRA_002,2026-01-20T03:00:00Z,0.56,2.8,4.5,1.2,-83,85.3,lorawan,0
CHIRA_002,2026-01-20T04:00:00Z,0.48,2.6,9.6,0.93,-75,85.0,gsm,0
CHIRA_002,2026-01-20T05:00:00Z,0.38,0.6,6.5,0.75,-70,84.8,lorawan,0
CHIRA_002,2026-01-20T06:00:00Z,0.34,1.4,0.8,0.71,-76,84.7,satelital,0
CHIRA_002,2026-01-20T07:00:00Z,0.34,0.3,6.4,0.66,-71,84.2,gsm,0
CHIRA_002,2026-01-20T08:00:00Z,0.35,0.5,9.1,0.82,-67,55.8,gsm,0
CHIRA_002,2026-01-20T09:00:00Z,0.25,1.5,8.5,0.6,-68,55.6,gsm,0
CHIRA_002,2026-01-20T10:00:00Z,0.29,0.4,6.0,0.67,-67,55.5,satelital,0
CHIRA_002,2026-01-20T11:00:00Z,0.33,1.0,9.4,0.7,-81,55.0,satelital,0
CHIRA_002,2026-01-20T12:00:00Z,0.35,0.6,0.6,0.85,-71,54.7,lorawan,0
CHIRA_002,2026-01-20T13:00:00Z,0.27,0.0,10.4,0.62,-90,54.5,gsm,0
CHIRA_002,2026-01-20T14:00:00Z,0.32,2.8,2.8,0.66,-84,54.1,satelital,0
CHIRA_002,2026-01-20T15:00:00Z,0.33,1.3,7.6,0.62,-85,53.6,satelital,0
CHIRA_002,2026-01-20T16:00:00Z,0.33,2.2,9.1,0.6,-76,53.4,lorawan,0
CHIRA_002,2026-01-20T17:00:00Z,25.0,7.6,57.0,1.17,-65,53.1,lorawan,1
CHIRA_002,2026-01-20T18:00:00Z,0.8,12.6,94.3,1.69,-76,52.7,gsm,1
CHIRA_002,2026-01-20T19:00:00Z,1.04,14.0,139.2,2.01,-73,52.3,satelital,1
CHIRA_002,2026-01-20T20:00:00Z,1.26,9.3,58.0,2.52,-72,52.0,gsm,0
CHIRA_002,2026-01-20T21:00:00Z,1.64,12.0,79.0,3.15,-106,51.8,lorawan,1
CHIRA_002,2026-01-20T22:00:00Z,1.96,14.3,108.2,4.34,-68,51.6,satelital,1
CHIRA_002,2026-01-20T23:00:00Z,2.27,10.8,103.1,5.45,-89,51.1,satelital,1
CHIRA_002,2026-01-21T00:00:00Z,2.64,8.4,57.6,4.77,-89,51.0,gsm,1
CHIRA_002,2026-01-21T01:00:00Z,2.87,9.8,69.8,5.59,-63,50.8,satelital,1
CHIRA_002,2026-01-21T02:00:00Z,2.85,0.6,2.4,5.57,-67,50.3,gsm,1
CHIRA_002,2026-01-21T03:00:00Z,12.3,1.9,1.0,5.11,-64,50.2,lorawan,1
CHIRA_002,2026-01-21T04:00:00Z,2.78,2.3,0.1,5.22,-78,27.8,satelital,1
CHIRA_002,2026-01-21T05:00:00Z,2.64,1.8,4.0,5.42,-70,27.6,lorawan,1
CHIRA_002,2026-01-21T06:00:00Z,2.67,2.6,9.7,5.66,-94,27.2,gsm,1
CHIRA_002,2026-01-21T07:00:00Z,2.6,2.1,9.8,6.05,-110,26.9,satelital,1
CHIRA_002,2026-01-21T08:00:00Z,2.48,1.1,0.5,5.35,-90,26.6,satelital,0
CHIRA_002,2026-01-21T09:00:00Z,2.4,2.6,10.9,4.69,-115,26.4,lorawan,0
CHIRA_002,2026-01-21T10:00:00Z,2.3,2.0,6.6,4.96,-80,26.3,lorawan,0
CHIRA_002,2026-01-21T11:00:00Z,2.3,2.0,1.1,4.43,-78,25.8,satelital,0
CHIRA_002,2026-01-21T12:00:00Z,2.25,2.9,8.0,5.19,-74,25.5,gsm,0
CHIRA_002,2026-01-21T13:00:00Z,2.18,1.8,7.7,5.21,-60,25.3,satelital,0
CHIRA_002,2026-01-21T14:00:00Z,2.09,0.7,1.4,5.0,-88,24.8,lorawan,0
CHIRA_002,2026-01-21T15:00:00Z,2.06,2.9,6.9,4.59,-75,24.3,gsm,0
CHIRA_002,2026-01-21T16:00:00Z,2.0,0.4,8.0,3.61,-77,23.9,satelital,0
CHIRA_002,2026-01-21T17:00:00Z,1.99,0.4,3.4,4.9,-63,23.8,lorawan,0
CHIRA_002,2026-01-21T18:00:00Z,1.86,2.5,6.9,3.78,-74,23.3,gsm,0
CHIRA_002,2026-01-21T19:00:00Z,1.77,2.2,9.7,4.41,-70,23.1,gsm,0
CHIRA_002,2026-01-21T20:00:00Z,1.75,0.5,0.3,3.81,-91,22.9,satelital,0
CHIRA_002,2026-01-21T21:00:00Z,1.66,2.8,8.4,3.42,-92,22.5,gsm,0
CHIRA_002,2026-01-21T22:00:00Z,1.64,2.0,6.9,4.13,-83,22.3,lorawan,0
CHIRA_002,2026-01-21T23:00:00Z,1.6,2.6,1.2,3.36,-85,21.8,lorawan,0
TUMBES_002,2026-01-20T00:00:00Z,1.19,2.0,7.1,2.53,-64,98.2,gsm,0
TUMBES_002,2026-01-20T01:00:00Z,1.13,2.0,4.5,2.63,-71,97.8,gsm,0
TUMBES_002,2026-01-20T02:00:00Z,1.09,0.0,1.4,2.75,-65,97.6,gsm,0
TUMBES_002,2026-01-20T03:00:00Z,0.99,1.8,4.6,2.02,-61,97.5,gsm,0
TUMBES_002,2026-01-20T04:00:00Z,0.89,1.7,6.4,1.97,-88,97.2,lorawan,0
TUMBES_002,2026-01-20T05:00:00Z,0.79,2.7,2.2,1.77,-87,96.7,gsm,0
TUMBES_002,2026-01-20T06:00:00Z,12.3,1.7,10.2,1.85,-68,96.5,gsm,1
TUMBES_002,2026-01-20T07:00:00Z,0.68,0.1,11.3,1.51,-75,96.3,satelital,0
TUMBES_002,2026-01-20T08:00:00Z,0.58,1.5,8.3,1.06,-82,96.2,gsm,0
TUMBES_002,2026-01-20T09:00:00Z,0.54,1.8,3.3,1.21,-85,96.0,lorawan,0
TUMBES_002,2026-01-20T10:00:00Z,0.49,2.0,11.3,1.13,-83,95.8,gsm,0
TUMBES_002,2026-01-20T11:00:00Z,0.43,2.5,7.3,1.12,-91,73.4,gsm,0
TUMBES_002,2026-01-20T12:00:00Z,0.38,1.6,0.8,0.79,-81,73.2,lorawan,0
TUMBES_002,2026-01-20T13:00:00Z,0.62,14.7,110.6,1.2,-64,72.8,satelital,1
TUMBES_002,2026-01-20T14:00:00Z,0.95,13.8,113.2,1.84,-73,72.3,gsm,1
TUMBES_002,2026-01-20T15:00:00Z,1.31,10.8,90.4,2.49,-86,72.2,lorawan,1
TUMBES_002,2026-01-20T16:00:00Z,1.73,12.6,78.4,4.09,-66,72.0,satelital,1
TUMBES_002,2026-01-20T17:00:00Z,2.0,10.5,74.7,5.01,-90,71.6,satelital,1
TUMBES_002,2026-01-20T18:00:00Z,2.11,13.6,116.2,3.96,-77,71.3,satelital,1
TUMBES_002,2026-01-20T19:00:00Z,-1.5,6.1,59.7,4.83,-61,71.0,satelital,1
TUMBES_002,2026-01-20T20:00:00Z,2.87,14.2,127.5,6.89,-62,70.8,lorawan,1
TUMBES_002,2026-01-20T21:00:00Z,2.76,2.9,8.1,5.46,-63,70.7,lorawan,1
TUMBES_002,2026-01-20T22:00:00Z,2.77,1.1,4.5,5.54,-88,70.3,satelital,1
TUMBES_002,2026-01-20T23:00:00Z,2.64,0.6,8.9,5.4,-93,69.9,gsm,1
TUMBES_002,2026-01-21T00:00:00Z,2.59,0.2,0.1,4.88,-70,69.6,lorawan,1
TUMBES_002,2026-01-21T01:00:00Z,2.51,0.6,6.3,6.35,-79,69.5,satelital,1
TUMBES_002,2026-01-21T02:00:00Z,25.0,1.1,10.7,6.3,-87,69.2,satelital,1
TUMBES_002,2026-01-21T03:00:00Z,2.42,0.6,2.3,5.8,-83,68.7,gsm,0
TUMBES_002,2026-01-21T04:00:00Z,2.39,0.4,5.9,4.55,-70,68.3,gsm,0
TUMBES_002,2026-01-21T05:00:00Z,2.29,1.2,1.3,4.41,-80,68.0,satelital,0
TUMBES_002,2026-01-21T06:00:00Z,2.26,1.8,0.1,4.22,-63,67.7,satelital,0
TUMBES_002,2026-01-21T07:00:00Z,2.28,2.6,11.9,4.47,-63,67.3,lorawan,0
